ID_SALES,text
HD38T, I purchased Main Cabin XT for f-1571AUS. Flight was Cancelled Flightled and I was rescheduled on 1600 with regular seats. Credit?
HD71A, Airline trouble &amp; not getting satisfactory customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!
HS3200A," I appreciate that you actually monitor Twitter, so please  pass along my feedback. I've tried calling about 15 times in 4 days :("
HD3583A, how can your app show arriving aircraft is early but departing flight is delayed due to Late Flight arriving aircraft? @unfriendly
HD3052T, I did. 5 times. With 4 of those being hung up on. The other one it finally sent me to the call back notification. #FixYourStuff
HD4916A," do they have to depart from Washington, D.C.??"
HO4539A, been on hold for 30 min trying to rebook my flight you Cancelled Flightled. Help?!
HD3512A, new flight has me at the window. Kind of ticked off. I pick aisle seats only because I hate window seats. #annoyed #EpicFail
HD4509A," 6344,6373, Sfo-Dfw also 1576 SFO-ORD"
HD659A, CCNDJP/ I can send a screen shot of the systems error if an email address is provided
HD4799A," missing out on over 6,000 points in one account. They're now spread over four assuming I create accounts for them"
HC1724A, followed!
HD2315A," plane breaks, unloads the passengers, told to re enter to only come back off. Flight Cancelled Flightled, missed wedding. #badbusiness"
HC826A, just mine sadly.. But yea the fly fi is awesome
HD3375A, now the second flight I was put on was Cancelled Flightled with no explanation!! Missed my first meeting!!#outragedÅ”ĀĀāÅ”ĀĀā
CC242A, Priceless. United stranded my daughter at O'Hare. United did zero to keep her safe.....alone on a plastic chair for 9h! # United Air
HD357A, oh great after a 5 hour delay we get to sit on the plane for another hour without it moving.  Flight 1137 has been awful
HC1274A," I like Marie Harf go to Iraiq find ISIS and spread good, and offer resume service to ISIS in order to find jobs @marieharf"
HC1029A, good try but  got her here safer and sooner
HD2984T, it's a new day and a new chance for you to do the right thing it's never too Late Flight to be honest.
HIS301T," even so, change could not be made  online- instructed to call an agent- maybe the syastem should allow agents 2 link passengers!"
CD1169A, just wanted to let you know how wonderful Rosetta the gate agent was working flight 6457 Dan to Ase. Let her know she wasappreciated
HC2444A, I called twice the recording says that it has being delivered to my apt but it is not here ?
HD1255A," #1007 Houston-Bogota with an engine problem, mechanics trying to ""fix"" the problem, safety first, better to change the plane"
HS54A, @BohnJai they lost my bag @PHL baggage handlers broke open my bag and stole my camera
HD4363A, thank you!
HD2579A, just now but no general announcement
HD1205A, I sent the message. Let me know ASAP.
HD151A, I wrote to you but got nothing.and I am out of US .It is very simple thing.Will ypu provide compensation for your delay?
HD1579A, Hold time to book award travel from Gold status: 4 HOURS and counting!!!! + 4 days of calling #usairwaysfail 
HD2665A, thanks for the reply. I have been in contact with Customer Care to get clarification on this issue.
HD554B, I would go anywhere JetBlue goes.
HS4286A, we now have to get off of the plane and wait another 1-2 hours for someone at the @BuffaloAirport to read the temp. #tired
HD3096A," makes total sense, except flight wasn't full :) I've got empty seats around me &amp; overheads were more than half open when I boarded."
HD2853A, I have been rebooked but It has been handled very unprofessionally. Cancelled Flightations happen but the disorganization is uncalled for.
HD576A, @MegElizabeth631 how you like the #redcarpet treatment
HD3878A, please send help ASAP to @KathrynSotelo on flight 5957 to Chicago seat 9c #Airlines http://t.co/9sKrLyrZ1O
HD3520A, ...and when did your legal department start running your social media channels?
HVP3775T, @TheEllenShow @Imaginedragons this job interferes w/Ellen Show &amp; concerts! will alway treasure my @LiveAtFirefly experience!
HD3741A, how do you lose a gate checked bag DEN to ORD? Direct flight. Ugh.
HC2807A, I requested a mileage challenge for status several weeks ago online but haven't heard back. How do I get help with this?
HD1251A," I need help. In air on #717 to CLT from PHL. Conf: D1MQF5 Need confirmed on #1776 to BNA at 10:30. Been bumped all day, need home"
HD974A, sadly didn't get much help ... As a travel agent this is so disappointing to me.
HD799T, it is my fault but i bought online and i get twice why i buy twice it fault but i bougth ticket jfk to mccaren and usairways ++
HS4263A, @emeyerson @ggreenwald Don't wait on a bag. Go to Walmart and get what you need for tomorrow morning.
HD3767A," Just got a call from baggage dept. ""...still looking for your property"". It's went missing 1/28. PRERECORDED NO HUMAN SERVICE!!"
HD3082A, I really have a hard time believing that 4 planes in this terminal are all delayed for mechanical issues. #whatgives #dullessucks
SK3635A,  for all my flight stuff wrong and did nothing about it. Had #worst #flight ever
HC1858A, need assistance. Line is out the door and travelling with 3 kids.
HD1351T, wow! Some things are better forgotten!
HC3556A, I love my Companion Pass (qualified 4th year).  #HollyMais
HD2601A, what is going on with the computers? Why is my flight grounded? Why does your airline suck so much? #UnansweredQuestions
HD4597A, DM sent
HN3801A, I had 2 fight 2 get a credit for the value of my bag but I got it. #skytrax #jetblue #corpgreed #nevertakeno http://t.co/6MBVJFlpBM
HC567A, how about 3659 YUL-ORD?
HC4926A, thank you Mr Parker for screwing over chairman preferred when we fly AA. No #firstclass option and treated like crap by staff
SM1242A, What's up with lack coffee on 7:30AM flight. Was told someone forgot to load coffee onto the plane. What????? #INeedCoffee
HZ1745T, Been tweeting with the team at  who informed me that the problem is that you never sent his bags to them yesterday.
SK4306A, hire smarter IT people if your systems keep crashing instead of some of the mooks you man some of these airports with. #goDelta
SK2897T, has the worst customer service on earth. Will never fly that airline again.
HD640A, I did. Thank you.
HD3808A," Cancelled Flightled my direct flight Newark-Brussels last night, now 7 hours behind schedule. In EU compensation would be a given, but in US?"
HD441T,. A bunch of flights are delayed from FFL to Northeast destinations. No announcements at the gate. What's going on?
CD1449A," volumes, profit up http://t.co/pKfI9bTtzf #aviation #aircargo http://t.co/BBj6kMTYUl"
HD811A, please reroute Oregon Women's Tennis to Santa Barbara. There's supposedly another connection from LA.
HW394T, on flight 1839 waiting for weight and balance info for the past 30 minutes!!!
HD1445A, k thanks :)
HD4521A, Male agnt in LAS threatens Canadian cust when cust takes pic of him at gate after agents announce can't help rebook. #friendlyskies?
HD3928A, seriously???  did you not see that I've spent 2 days - for multiple hours on hold just to have to hang up after the hours?
HD1305A, another fiasco at National. Forever from jet to gate on 8:05am flight from RDU
HD3398A, I'm running out of money to keep paying for hotel rooms &amp; food in NYC. You don't help people with $ spent
HD91T, stranded in Miami because your automated system keeps hanging up on me for two days. Help !
HS1200A, seats in Row 8 don't recline should mention that on your website #soreback
HD2542A, @el_ingeniero don't check your baggage if you don't have to.  They will lose it!
HD150A, good care of their customers if anything happen to then take you @Delta  for getting me back to NYC !! Screw you 
HD3575A, @ PIT- Gate A1! Big shout out to the lady trying to track him down!
HD3219T, hour and a half after landing bags are finally trickling off. http://t.co/4KbTzVjU3b
HD591A,"  at 9:05am after the plane left: ""why were there no agents and why were the doors closed so early?"""
HH3042A," When my United flight arrives Late Flight and I'm told to re-book my connecting United flight, you characterize that as a ""no show"""
HD3310A," your first class is a joke, compared to all the others I have flown, don't ask for extra peanuts... That's NOT allowed! @AirCanada"
HC4367A," Thank you for holding, we apologize for the delay in answering your call. To speak to a representative please continue to hold."
HD566A, you need to follow me so I can dm you to give you the info
HC2826A, I've been a fan of imagine dragons since 2012 and they're my fave band and #DestinationDragons is during my bday can I get tix
HVP890T," 8 hour delay pho-mia, your airline is bad and getting worse, Foolish for american to merge.  You treat your customers like crap"
HD3816T, at least they make you run so you want yo buy this fresh diet coke...nice bizness plan. Its all about marketing right?
HD154A, You suck in Philadelphia.  Let us off this plane! #phl
HC2553A, #Vegas I was there 5 days ago. Miss the  Warm Weather
HC3263A, credit to you for replying.  IÄĀĀll look forward to hopefully one of those 103 on my flight home tonight :)
HD4420A, delayed flight bummer
HD325A, you need to get your act together. You new this morning at 830 our plane was malfunctioning. Yet I've been delayed 3 times ..
HS1290A, so was there a winner for #DestinationDragons ???
HD1342A, FYI the info.com email address you say to contact in password reset emails doesn't exist. Emails bounce.
HD5001A, yea they been booked on 10 next avalible flights since sat 7am. And when time comes no plane 2nd day of work missed #hotelliving
HD4019A," Right. But more than two hours Late Flight, and it seems due to poor communication, which sounded like it was annoying on-plane staff"
HD3795A, He thanks you. Anything you can do to help. Would any further information help in the process?
HD3319T, yes at 2am...but now back on a plane again and delayed again due to baggage loading issue... http://t.co/NfAQHhr09j
HD20240," if you've got room on an earlier flight home, why charge me $75 to get on it? Be the hero!"
HVP3105T, but to make us tru to find space in other flights.  This customer service is as bad as @SpiritAirlines.
HVP3939T, didn't work. Fly-fi plus couldn't access ABC app. So I spent $19 and still missed Oscars. #disappointed
HD421A, No worries they called back 4 hrs Late Flightr while I was asleep and took an additional $200 fee. So by AA standards everything's gr8
HD390A," I slept in the miami airport due to mechanical issues and was given 10,000 bonus miles to try and make it right. #slapintheface"
SC1045A, I totally understand the weather. Just frustrated. Thanks!
HD3893T, I'm on UA1118 and my direct tv isn't working.  How do I avoid this in future?
CC2531A, rebooked into a different airport. Throwing a wrench into plans Å”ĀĀĀ
HN2213A, can you please help me find my luggage since you're the one who lost it? Your customer service SUCKS.
HD458A, I've been sitting in the Charlotte airport for 4 hours. Waited for crew and now maintenance.  #NeverAgain
HD129A, @nrosenb1 It's not allowing me to book available seats
HD688A," besides landing the plane, overall customer service experience has been poor. Late Flight and rude workers plus missing luggage"
HD1893A, If an award is no longer showing available could it possible become available again?
SC2129A, now the plane is 100 degrees and we are burning up. This is completely illegal.
HD2921A, hold for 30 minutes finally got someone and they retook my form of payment and confirmed that my reservation was set. I tried to
HD4990T,  Have an agent with reservations contact me instead of asking me to waste my time by sitting on the phone for hours
HD2016A," funny, both my flights yesterday were delayed because of mechanical issues. Rotten luck to get 2 planes in a row with ""issues""..."
HD1632A, what terminal LHR for aa5/BA1506? Doesn't say in boarding pass
SG4804A, why would they make me share a room?
CD897A," my bag was lost, and according to the rep they don't even know where it is, Please help."
HD970A, - Please find my bag!! In Singapore for three days already without my bag. Last known destination LAX Tag: 580815 Please help.
HD3777A," if someone had bothered to inform us that the airport closed, that would have helped."
HD4394A, flight from san fransico to jfk was evacuated why?
HD4379A, I'm constantly having challenges with upgrades &amp; charges. In order to prevent DVT I have to pay an addtl $180 http://t.co/xC6jQ70r7B
HS689A, I saw it finally come through on the mobile app. However it's for tomorrow and I have meetings tonight that I'm trying to make.
CD1449A," was on hd for 1hr and 3min at 3:00am since my flgt  from DCA to MSY was Cancelled Flightled, still trying to get out. On hold now 50minssss"
HS838A, 4 different departure / arrival updates for UA304??? In 1hr. Please!
HIS4501T, Hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?
HD2850A,  when is the next flight with free cocktails ?
SK3711A, ... I f@$%ing hate you.
HD1588A," they had snacks available, just no fresh food...not sure what happened, but I'm sure we will grab a bite before our SFO connection"
HC4752A," Joanna is wonderful, new flight booked by a very friendly and helpful agent during a very stressful day! Thank You!"
SK4626A, Why did you interupt the Staduim Series on @NHLonNBCSports. I dont need to see your stupid commercials or Emergency. Info.
HS1575A, pls get me back to Tallahassee:( no one should ever have to be stranded in Gainesville for this longÅ”ĀĀĀ
HS2750A," Stuck in Philadelphia airport for 32 hours due to ""maintenance"". Dreading my flight back home. Disgusting."
HD4912A, what is this subtlety gate changes? Are you kidding with me?
HC4822A, Awesome thanks! Thanks for the quick response. You guys ROCK! :)
HS3067A, Hi! Just got my TSA pre-check # &amp; put it in my acct. But it's not on my boarding pass for a flight this p.m.Can it be updated?
HZ4760T," is now recruiting for Fall 15, Spring 16 Internships. 
2/23/15, 5- 6pm @JindalCMC Davidson Auditorium(1.118) #JSOM #UTDallas"
HD1817A, you need to redeem yourself. I lost respect for you tonight #lostbags #filmjobnoequipment
CD2762A, is having a sale! I'm delighted!
HD3368A,  Flight Booking Problems last second flight for next week from SFO- to SAN any chance you want to gift me a promo code since I love you guys
HC267A, about 3 hours ago. I need to work out if my bag can make it to my hotel here in time or if it will need to go elsewhere.
HC3825A, maybe one day you'll be the one quoted on http://t.co/mJkpgVXmPC
HD2187A, My flight to KC has been Cancelled Flighted and the next available isn't till Tuesday?! What am I supposed to do for 3 nights?????
HC2650A, I have an unused ticket but moved to a new city where you don't fly. How can I fly with you before it expires? #travelhelp
HD1101A, when will FLT 445 get a gate at DEN? Over 20 minutes waiting with no information.
HS4310A," It is the 2nd person when I called again to ask, could not catch her name, rejected the request"
HD2350A, thanks for getting us on ur plane. Awesome flight attendant who is making us smile after difficult travel. #customerservice
HD1513A, lol thanks to you we had to switch to American http://t.co/Sl6BDRXfN8
SK4661A, b/c of your delay now you are oversold by 14 passengers?!??? This is a mess! What are you going to do to compensate?
HD302A, - are you aware your airbus fleet sucks?  I'd rather fly a C-130 full of rubber dog shit.
CD558A, why the delay on Flight 423 BDL to MCO? Need to get to Florida for the ÄĀĀÄ¼ĆøĀ&amp; races in Daytona
HD2643A, flight BA1551 departing tomorrow (wednesday) - not Cancelled Flightled but how can anyone make it to the airport in this weather?
IK2278A, #flight4592 LET US OFF THIS PLANE!!!  please go to a gate.  This is absurd.
HD4126A, Why not have an option for a call back? I'm just sitting here burning through my minutes waiting for an error to be fixed.
HD2677A, flight UA5631 from SFO to Burbank has been delayed twice now. Still no plane in sight. Get it together.
HD2373A, it can't be delivered. It has to be held there for me to cross the border to pick up. Please don't try to deliver.
HC2130T, iPhone App Adds Passbook Support #Airlines #Travel http://t.co/lJzDTHD9Bv
CD2753A, are 5 people there?
HD1680A,ÄĀĀ: Our fleet's on fleek. http://t.co/FVYzjLDTONÄĀĀ Å”ĀĀĀ¶Å”ĀĀĀ¶Å”ĀĀĀ¶Å”ĀĀĀ¶
HD4033T,This is so smart it makes me angry MT : WeÄĀĀve partnered with @WSJ to bring you free digital access onboard! http://t.co/0LiwEcAsOe
HS2854A, if I try and call your reservations line will someone answer the phone now or will I be on hold for an hour again?
SK3952A, i hate you
HD696A, Now ur asking for the heavy guns! You know #IWouldDoAnythingForLove https://t.co/Yx1DQJn8nL #BrandMance #LoveSongFriday
HD4348A, Close down
HD1743A, Terrific. Many thanks. Looking forward to being back on UA tomorrow. Had a great flight up to Vancouver.
SK3332A, is this a sick joke? #toyingwithouremotions
HN1048A," Trying desperately to rebook my moms flight. Waited 10 hours for callback, got disconnected and they didnÄĀĀt call back. #help"
HD3857A, won't waive $200 fee due to #neptune. Can't use credit w/o paying fee. Couldnt get to destination to use their tic #waivethefee
ST2062A, my 2498 to CLT left the gate. What is next for CLT. Need help
HG4677A," know that I could use that for a flight into Canada.  By they time they figured it out, it was too Late Flight to check our bags"
CD558A," bos to msp, msp to aus, aus to bos. Site doesn't seem to display fields for the middle trip when I add the 3rd."
HD133A,ÄĀĀ: @MelanieSpring We'll see what we can do. ^KNÄĀĀ We are running! Most of this plane is running. Thanks for the help!
SK5000A," lies,lies,lies.  Worst travel experience of my life. Day 2 no clothes on vaca.  #lostluggage #unprofessional #pit #mia"
HD3888A," our ft 1261 TUS/DFW (w/cx to LGA) tomorrow Cancelled Flighted,  4 hrs so far waiting for call back. What should we do? Need to get to nyc"
CD2501A, good morning sunshine! #TailfinThursday http://t.co/Nc0ES6e4Lf
SK1407A, 8 hours Late Flightr and I'm siting on another plane waiting to leave. I think a credit is in order for this terrible service!
HD3334A, congrats on your call center customer service! A guy named Fidencio answered and he went above &amp; beyond to help me! Å”ĀĀĀÅ”ĀĀĀÅ”ĀĀĀ
HD3617T, BOS. Everything current now. Thanks for the follow up
HD1037A, does Virgin America fly direct from Seattle to NYC or Boston?
HS4556A," incompetent/rude service today. Missed my connecting flight, then the customer service desk was terrible to me. Really upset w untd."
HD4402A, now arrives LAX @ 8:03 am
HD4966A, will one of you please answer the phone?
HD1285A, ÄĀĀ¦ But friendly efficient air attendants in coach #UA992 http://t.co/49pV3KcHNR
HD3004A, hi! i'm so excited about your $99 LGA-&gt;DAL deal- but i've been trying 2 book since last week &amp; the page never loads. thx!
HD2879A," thanks, i made it."
HD1650A," flight 894, first officer not even at the airport wow!!!!!! Unreal, staff waited until we all boarded to announce we are delayed."
HD2556A, I'm a first time solo female traveller and it's pretty scary being in a foreign place not knowing where your belongings are...
CD2618T, Cancelled Flighted Å”ĀĀĀ¢
HD3944T, 2hrs Late Flightr finally taking offÅ”ĀĀĀÅ”ĀĀĀÅ”ĀĀĀ
HD1472A, But it's doubtful he'll fly United again and he will be traveling a lot as a sales manager covering all of North America
HS1555A, thank you. Literally called for preboarding as I ran up.
CN955A,"Yessir RT ÄĀĀ: @yourlocalnyer Good morning, Rob. We're showing the flight to sunny Mexico just pushed off the gate.ÄĀĀ"
HD295A, Understood. Thanks anyway
CD2972A, u r horrible.went online to Cancelled Flight flight-no button-4that.Called CS &amp;wait time 40 mins&amp;put in my #.800#called&amp;it hungupNOHELP
HD2304A, no you not sorry. I am trying 2 add a day 2 my vacation but there is a $200 charge just 2 change flights
HC1907A, @Cayman_Islands  I know that bar :)  Wish I was there now!
SC2177A, there is a travel advis for nyc and phil PA  -winter weather- but U.S. Air hasn't posted one yet. Can I still change flt wo pen?
HS245A, Is that a guarantee? We'll see about that tomorrow morning when I have to fight for a seat.
HS1464A," If it's in my backpack, why do I need to see agent?"
HD4189A, forced sections 4 and 5 to check their carry on. would have packed differently to check my bag. Why even allow it? #pissed
HVP1856T, seriously buy some WD40 for A319 operating flight 634 from GEG to Phoenix. Every seat squeaks w every shift. Still on ground!
HD1841A, last sleep in Cali... back to JFK tomorrow night.  Looking forward to an another amazing flight with you all :)
HC1858A, and let FLT 2350 know I'm coming / gate crew have yet to arrive to let us off FLT 5350 #DFW
HC4095A," 2/2 Instead, had to wait on plane from Ottawa that never came. Now I'm back home and have to try again tomorrow. Suitcase still lost"
HD3803A," seriously, though. will there not be direct flights from SFO-FLL in may???"
CD3882A, lolol @s_myc88
HW4383T, you guys get rid of the hip hop stations on Sirius XM?
HD823T, my butt hurts.
HD2592A, Its pretty ridiculous that at PHX sky harbor you have 4 (!) employees working check in on a SUNDAY afternoon. 30 min &amp; counting..
HD652A, - Hopefully that will help someone in the future. Would there have been a different procedure if I had discovered the theft sooner?
HD2939A, I'm sure they did. It's certainly chilly back East today! Å”ĀĀĀ®
HD1418T, so great AA1103 sitting for an hour first technical problems now what?
HC1384A, when will you have flight from DAL to PVD?
HD3933A," considering I'm now stuck in Newark with virtually sleep in 30+ hours, I doubt it :/ hope car rentals are available"
HD1808A, I asked for some reimbursement something like miles added to my account and was told to call customer service
CD2799A, Great - thank you.
HVP4748T, You Cancelled Flight my flight and thereÄĀĀs no way to rebook on the website or app? I have to wait 35 minutes on hold? #fail cc @Delta
HD482T, Why is your cover photo of TWA? Just wondering.
HD1190A, needs to train their employees to be at lease somewhat empathetic when THEY lose our luggage.  Monika at MWA needs a PR lesson
HD2736A,Power Moves RT : Our fleet's on fleek. http://t.co/t9s68korSN
HD4325A," 10+ people pre boarded
Only 1 needed a wheel chair off the plane... Was NOT the case boarding"
HD3653A, Thanks. Got it straightend out last night.
HS3992A, has an United flight ever been on time. #americanisbetter
HD3454A, your website is a complete joke when using safari!
HD4037A," really American Airlines , service is Las Vegas is shocking, absolute jokers take your reputation more seriously!"
HVP3939T, been on hold for 39 minutes and counting for a month old change fee refund request for a funeral.  This is pathetic.
HD2387A," thanks, it was my first time in a United lounge and felt welcomed."
SC2839A, maybe have a supervisor find out why the international checkin at FTL hasn't moved in 20 minutes yet employees picked up 100 pizza
HD3413A,     Is it only $50 for my 2nd bag?  1st bag too full..
HD2665A, Conf #8Q6MFD Finally got through &amp; told the flight was completely booked.  That would have been better info than advise 2 call
CD2424A, and the fact that we were treated disrespectfully and lied to by members of your airline that claims to strive for the best
HD629A, I just checked in online for tomorrow's flight - thought I should get auto upgrade? (Already got the email saying no seats)
HD3198A, Get new planes then. Got on this plane at 7:50 its 10:20 now and still on tarmac. How ru going to compensate me for this?
HD1785A, I can't wait to never fly with you again. Always delayed. Always lose my bag. Rudest people on the planet. Southwest is the best
HD2552A,. What's going on with UA 236?  outbound flight last thurs was delayed 4hrs How long will this delay be? #worst2unitedflightsever
SK2588A," That's still one day over my visa expiring on June 9, which is why I booked my flight on that day."
HD2368A, Hi! Does my upcoming flight 2168 from West Palm to HPN have Fly-Fi?
HD246A, UA1731 - Denver to Austin...  Still on the ground...
SC3729A, 4 people MCI to DEL. Preferably with Jet Airways EWR-BRU-DEL segment. Anytime in December
IC59A, Not only did u lose the flight plan! Now ur flight crew is FAA timed out! Thx for havin us sit on the tarmac for an hr! #Pathetic
HS1530A, your service has been awful in Boston and I had to pay 25 extra dollars than I was supposed too I am very dissatisfied #mad
HC2959A,Spend 1 HOUR on hold with  .
HD2191A, flt 4567 has had two more updates in the last 3 minutes.
HS3549A, /  don't forget without your customers you would be out of business! #epicfail #usairwaysfail
HD4481A, #3854 ATL to RDU. Snow forecasted for Raleigh this evening.
HD4932A, no. Told to call cust service on monday
HVP3945T," have a flight from Oakland to SNA at 7:30, and I asked if I can take 5:30, even there are 5 empty sests. Answer is ""No"". :("
HD1870A, - I really down think downgrading the booze/food selections at the club is a good way to go.  How about you look @aircanada?
HVP333T, is anyone answering phones to rebook Cancelled Flightled flights?
HD3012A, Boston is all self service. Swipe yr own boarding pass at gate. Most difficult: Tag your own bag. Not easy! #ImproveTheProcess
CN4459A, awesome flight this morning on AA3230! Awesome crew and even landed early!
HD194A,Å”ĀĀĀ³ LOLOLOLOLOL ÄĀĀ: Our fleet's on fleek. http://t.co/YXSwFq9tGPÄĀĀ
HW3378T, I tried site &amp; doesnt allow me. Same reason why I wasn't allowed to board this morning. Will try diff airline for work trips
SK2079A, why don't you have driver service to get employees to work in bad weather like hospitals etc #badmgmt #AmericanAirlines
HVP721T, Ya'll need to work on your online checkout system. Two bank transactions for one ticket is bush league. Yell at your devs.
HD2308A," Eh, it happens. I think I'll survive. Å”ĀĀĀ Thanks!"
HD817A, She told us we had to drive back to drop it off so they could attempt to fix it. Really? Don't have time to do that. #terrible
HC269A, I know one thing @Delta would NEVER treat their customers like this!!!!
HD289A, requested a call back at 1am. My Cancelled Flighted flight through DFW shouldn't take this long to reroute. You're Customer Service lacks
CD3081A, happy to enter your sweepstakes again #nutsaboutsouthwest
HD1155A, fyi the link in your baggage incident email redirects to a 404 on mobile. The link auto changes on mobile. Desktop works fine.
HC4638A, I DMed you my AA &amp; phone #s &amp; you can't have someone call me? What was the point of your response? You didn't resolve anything!
HD2106T, thanks!
HC3938A, completed form but doubt it's any use. UA doesn't care. 6 day vacation will now be 5. Sure UA won't feel responsibility for that...
HD3073A, heyo! What is causing flight 1836 ewr to hou to be delayed?
HD4280A, a school trip of 38 including myself had to sleep over in the airport and are all on different standby flights.This is not good
HD4923A, it was booked through work but added upgrade on seat. Need the upgrade receipt.
HD1799A, making me miss #TheBachelor right now #wah
HS2321A,  many have missed connections already b/c of delayed flight which will finally board soon
HD2182T, #magazine feature: Desk Plants Increase Productivity by 15%. #LuvSWA #healthbenefitsofplants #gardening http://t.co/BVfAxDUBAQ
HD3893T," You are jumping the gun and Cancelled Flighting flights that could've made it before the snow. Now, more Cancelled Flightlations. It's ridiculous."
HVP2167T, WHAT IS GOING ON?  This is pathetic. Online doesn't work and phone wants $25 to give a seat assignment.
IK544A, @corybronze  INCONVENIENCE? Are you people freaking nuts? This guy has TWO KIDS WITH HIM and you STRAND him in an airport! #FAIL
HD2868A,"ÄĀĀ: @alan_bledsoe Thanks for your feedback, Alan.ÄĀĀ Thx, but  no help as I watch a flt Lve w/open seats and I wait 3hrs for nxt flt"
HD247A, Waiting an hour now for a pilot AA3688. Is there a pilot in the house at DFW?
HD4239A,. Nope - had to rebook through Houston so I could get to Amarillo before 11pm. Stuck in SFO for four hours.
HS1250A, DM sent.  This lack if customer service is getting ridiculous.
ST1593A, I had to purchase a ticket that I never would have had to buy had the flight not been Cancelled Flightled. Terrible customer service.
HD3738A, wow this just blew my mind
HD2087A, I have been in contact with 3 people and still no answers. You keep sending me to @Expedia and they keep sending me to you!
CD4545A, flight 4524 delayed for 2 hours for a deadhead crew.  Lets make 150 paying customers wait ...that is great service #USAirways
SG3917A, my flight continues through to Vegas after my stop. Don't be upset if a stowaway.
HVP1962T, tried to rebook online but it says that I have to pay $200 for difference in price. Please help
SK4626A," absolutely worst experience of my life at PHL. 6 hrs, 1 failed departure, 3 gates, and ZERO communication or help!!"
HD4241A," #unitedairlines so my feedback is for your benefit, not for you to correct your atrocious customer service? Good to know"
HD1813A, thanks for getting us to NYC -JFK really safely. :-) But srsly? How long does it take to get our checked bags? #eternity #5amMisery
HN775A, does that mean my ktn is not in my reservation?
CD2139A, has the best pilots ever Thank you guys for the great trip #thatisall
HD772T, still waiting to board and see if they will give us the exit row.
HD4166A, you have failed so uncontrollably today that it's beyond repair. I'm beyond livid with your absolute disregard to operations.
HD1915T, IT HAS BEEN FOUND THANK YOU
HG2526A, DM sent
HD1243T, I did...#FlyFi worked well and was free aboard this flight
HC3602A,"  TPA - ORD!!! AA1679 Another successful journey, thanks for the hospitality!"
HS2854A," Are there any travel advisories for Toronto, ON today? I can't access anything regarding international travel on your website--"
HD1365A," can't get anyone to deal with me in person. Cowardly customer service, I can't be looked in the eyes by anyone."
CD4297A," if I had a ticket refunded which I purchased, for my brother to fly...could I then used the refunded credit for me to fly? Respond"
HD1154T, Great job!! Looking forward to my next trip being able to use this new feature!
SM4350A,  Delay DEN-CLE because they have to manually enter baggage tags? Really? Worst cust service day for this 1ker. #friendlyskies??
HW3408A, I don't have enough hands to count the number of times something like this has delayed my flight with you guys. Very disappointed.
HD4645A, is that something the crew on the current leg can request of the gate team on the next leg?
HD2421T," Fine. Would you have them call me? I left a message, was told it would be 2 hours for a call. Haven't heard anything yet."
CN955A, check out our 1st grader's school science fair project. She loves flying on Southwest Airlines. http://t.co/BaYePZkMiz
HD1078A, what's the point? So I can wait for another 6 weeks. U r one of the only airlines that refuses to handle complaints by phone
HC1036A, All good... beers and #oscars2015 ar #DIA
CD1449A, Can someone please answer my call. I have been waaaaaaiting!!!
HD861A," i have never been treated so poorly by an airline in my life, as a military family we do alot of flying.."
CD3098A," nothing, you have done enough."
SK706A, hello. my flight is Cancelled Flightled for #destinationdragons and no one at your desk at KCI knows what the fuck is happening!!!!!!!!
SC2435A, Stuck in IAD going on 6 hours waiting for a ferry flight from Nashville that u can't tell when it will arrive?!! Ridiculous!!
CD400A, #ClosePWCS please just tweet thisÅ”ĀĀĀÅ”ĀĀĀÄĀĀ¤Ä¼ĆøĀ I fly jetblue every time btwÅ”ĀĀĀ
HC3143A, Thanks!!! :)  It is good to air on the side of caution
HC1273A," loved the service from the staff at Newark today. 

Good service goes along way.

I appreciate your preciation  

Nj ÄĀĀÄ¼ĆøĀTampa 

Å”ĀĀĀµÅ”ĀĀĀµÅ”ĀĀĀµ"
HD2822A," web app won't let me upgrade seats, call center wait time is 20 minutes plus, just want to get more legroom but it's a pita"
HC876A, thanks to FA Shawn for spectacular service on FLT 79 LHRDFW and to FA Susan for such a warm engaging onboard welcome
HD1916A," everyone deserves red carpet tx until they destroy your luggage &amp;only give you $75 voucher, like I want to fly w/them again!"
HD1578A, is this how you let your employees treat your loyal customers? #attackingbabymomma #crazinessintherockies
HD3350A, Airways Receives New Coverage from Analysts at Bank of America (JBLU) - The Legacy http://t.co/dORuxBqla1
HD4241A," fair enough, but it stinks to be the passenger on the plane that leaves the gate then sits on the tarmac for an hour before takeoff"
HD4091A, do you have any afternoon flights going from BQN to JFK? I only seem to find early morning flights.
HD217A,Haha! : Our fleet's on fleek. http://t.co/KmaNLdQbh4ÄĀĀ
HF4237A, no response 3 weeks since complaint submitted and 3 days since you all said you would look into it
HD5001A, to start 3xdaily @EmbraerSA #ERJ145 flights from #Chicago @fly2ohare to #Evansville on 4JUN #avgeek
HD1115T, they arrived Late Flight but pilots got us to DIA on time. #impressive #outstanding #greatservice #allgood
HC4702A, - loving Capt Joe on our flight from BOS to SFO #633. This should be fun!
HN2941A, where's my selfie?
HD4945A, merged airlines do not work for FF programs. Very frustrating and the gate agents are to busy pouting to care. #AttitudeIssues
HD4939A, travel agency said that if usairways accept we will refund money i dont understand why dont u refund
